run_1, 1, 9202.0
run_2, 2, 9201.0
run_3, 3, 9189.0
run_4, 4, 9193.0
run_5, 5, 9196.0
run_6, 6, 9189.0
run_7, 7, 9193.0
run_8, 8, 9192.0
run_9, 9, 9192.0
run_10, 10, 9186.0
run_11, 11, 9190.0
run_12, 12, 9193.0
run_13, 13, 9193.0
run_14, 14, 9196.0
run_15, 15, 9196.0
run_16, 16, 9191.0
run_17, 17, 9189.0
run_18, 18, 9189.0
run_19, 19, 9193.0
run_20, 20, 9188.0
run_21, 21, 9184.0
run_22, 22, 9189.0
run_23, 23, 9196.0
run_24, 24, 9189.0
run_25, 25, 9188.0
run_26, 26, 9191.0
run_27, 27, 9193.0
run_28, 28, 9194.0
run_29, 29, 9192.0
run_30, 30, 9201.0
run_31, 31, 9191.0
run_32, 32, 9188.0
run_33, 33, 9202.0
run_34, 34, 9193.0
run_35, 35, 9202.0
run_36, 36, 9202.0
run_37, 37, 9189.0
run_38, 38, 9189.0
run_39, 39, 9191.0
run_40, 40, 9188.0
run_41, 41, 9188.0
run_42, 42, 9186.0
run_43, 43, 9186.0
run_44, 44, 9188.0
run_45, 45, 9184.0
run_46, 46, 9189.0
run_47, 47, 9193.0
run_48, 48, 9186.0
run_49, 49, 9193.0
run_50, 50, 9190.0
run_51, 51, 9196.0
run_52, 52, 9189.0
run_53, 53, 9201.0
run_54, 54, 9190.0
run_55, 55, 9202.0
run_56, 56, 9193.0
run_57, 57, 9201.0
run_58, 58, 9189.0
run_59, 59, 9189.0
run_60, 60, 9187.0
run_61, 61, 9192.0
run_62, 62, 9192.0
run_63, 63, 9189.0
run_64, 64, 9186.0
run_65, 65, 9192.0
run_66, 66, 9201.0
run_67, 67, 9195.0
run_68, 68, 9190.0
run_69, 69, 9192.0
run_70, 70, 9192.0
run_71, 71, 9184.0
run_72, 72, 9190.0
run_73, 73, 9195.0
run_74, 74, 9189.0
run_75, 75, 9186.0
run_76, 76, 9183.0
run_77, 77, 9189.0
run_78, 78, 9192.0
run_79, 79, 9189.0
run_80, 80, 9201.0
run_81, 81, 9187.0
run_82, 82, 9188.0
run_83, 83, 9189.0
run_84, 84, 9192.0
run_85, 85, 9189.0
run_86, 86, 9196.0
run_87, 87, 9196.0
run_88, 88, 9202.0
run_89, 89, 9188.0
run_90, 90, 9193.0
run_91, 91, 9192.0
run_92, 92, 9188.0
run_93, 93, 9193.0
run_94, 94, 9189.0
run_95, 95, 9201.0
run_96, 96, 9192.0
run_97, 97, 9189.0
run_98, 98, 9201.0
run_99, 99, 9195.0
run_100, 100, 9193.0
run_101, 101, 9193.0
run_102, 102, 9196.0
run_103, 103, 9194.0
run_104, 104, 9195.0
run_105, 105, 9192.0
run_106, 106, 9190.0
run_107, 107, 9191.0
run_108, 108, 9189.0
run_109, 109, 9189.0
run_110, 110, 9189.0
run_111, 111, 9202.0
run_112, 112, 9188.0
run_113, 113, 9189.0
run_114, 114, 9190.0
run_115, 115, 9202.0
run_116, 116, 9193.0
run_117, 117, 9196.0
run_118, 118, 9193.0
run_119, 119, 9188.0
run_120, 120, 9196.0
run_121, 121, 9189.0
run_122, 122, 9185.0
run_123, 123, 9192.0
run_124, 124, 9190.0
run_125, 125, 9196.0
run_126, 126, 9193.0
run_127, 127, 9190.0
run_128, 128, 9186.0
run_129, 129, 9187.0
run_130, 130, 9202.0
run_131, 131, 9202.0
run_132, 132, 9191.0
run_133, 133, 9189.0
run_134, 134, 9189.0
run_135, 135, 9186.0
run_136, 136, 9194.0
run_137, 137, 9189.0
run_138, 138, 9190.0
run_139, 139, 9202.0
run_140, 140, 9189.0
run_141, 141, 9190.0
run_142, 142, 9192.0
run_143, 143, 9189.0
run_144, 144, 9192.0
run_145, 145, 9196.0
run_146, 146, 9187.0
run_147, 147, 9193.0
run_148, 148, 9189.0
run_149, 149, 9191.0
run_150, 150, 9192.0
run_151, 151, 9189.0
run_152, 152, 9202.0
run_153, 153, 9195.0
run_154, 154, 9193.0
run_155, 155, 9202.0
run_156, 156, 9189.0
run_157, 157, 9196.0
run_158, 158, 9187.0
run_159, 159, 9196.0
run_160, 160, 9192.0
run_161, 161, 9193.0
run_162, 162, 9186.0
run_163, 163, 9201.0
run_164, 164, 9196.0
run_165, 165, 9191.0
run_166, 166, 9192.0
run_167, 167, 9190.0
run_168, 168, 9189.0
run_169, 169, 9189.0
run_170, 170, 9190.0
run_171, 171, 9190.0
run_172, 172, 9186.0
run_173, 173, 9190.0
run_174, 174, 9190.0
run_175, 175, 9195.0
run_176, 176, 9189.0
run_177, 177, 9188.0
run_178, 178, 9185.0
run_179, 179, 9187.0
run_180, 180, 9189.0
run_181, 181, 9189.0
run_182, 182, 9191.0
run_183, 183, 9191.0
run_184, 184, 9188.0
run_185, 185, 9189.0
run_186, 186, 9184.0
run_187, 187, 9196.0
run_188, 188, 9201.0
run_189, 189, 9202.0
run_190, 190, 9189.0
run_191, 191, 9202.0
run_192, 192, 9190.0
run_193, 193, 9195.0
run_194, 194, 9195.0
run_195, 195, 9188.0
run_196, 196, 9188.0
run_197, 197, 9189.0
run_198, 198, 9186.0
run_199, 199, 9196.0
run_200, 200, 9189.0
run_201, 201, 9191.0
run_202, 202, 9187.0
run_203, 203, 9189.0
run_204, 204, 9188.0
run_205, 205, 9190.0
run_206, 206, 9195.0
run_207, 207, 9189.0
run_208, 208, 9187.0
run_209, 209, 9194.0
run_210, 210, 9195.0
run_211, 211, 9191.0
run_212, 212, 9202.0
run_213, 213, 9189.0
run_214, 214, 9196.0
run_215, 215, 9189.0
run_216, 216, 9189.0
run_217, 217, 9195.0
run_218, 218, 9195.0
run_219, 219, 9201.0
run_220, 220, 9190.0
run_221, 221, 9195.0
run_222, 222, 9190.0
run_223, 223, 9193.0
run_224, 224, 9193.0
run_225, 225, 9193.0
run_226, 226, 9196.0
run_227, 227, 9193.0
run_228, 228, 9202.0
run_229, 229, 9187.0
run_230, 230, 9193.0
run_231, 231, 9189.0
run_232, 232, 9188.0
run_233, 233, 9193.0
run_234, 234, 9187.0
run_235, 235, 9202.0
run_236, 236, 9190.0
run_237, 237, 9193.0
run_238, 238, 9193.0
run_239, 239, 9189.0
run_240, 240, 9188.0
run_241, 241, 9188.0
run_242, 242, 9193.0
run_243, 243, 9189.0
run_244, 244, 9189.0
run_245, 245, 9187.0
run_246, 246, 9192.0
run_247, 247, 9189.0
run_248, 248, 9192.0
run_249, 249, 9189.0
run_250, 250, 9190.0
run_251, 251, 9189.0
run_252, 252, 9201.0
run_253, 253, 9196.0
run_254, 254, 9190.0
run_255, 255, 9196.0
run_256, 256, 9192.0
run_257, 257, 9186.0
run_258, 258, 9189.0
run_259, 259, 9189.0
run_260, 260, 9192.0
run_261, 261, 9195.0
run_262, 262, 9192.0
run_263, 263, 9189.0
run_264, 264, 9189.0
run_265, 265, 9192.0
run_266, 266, 9189.0
run_267, 267, 9186.0
run_268, 268, 9185.0
run_269, 269, 9188.0
run_270, 270, 9189.0
run_271, 271, 9189.0
run_272, 272, 9193.0
run_273, 273, 9188.0
run_274, 274, 9193.0
run_275, 275, 9183.0
run_276, 276, 9186.0
run_277, 277, 9191.0
run_278, 278, 9193.0
run_279, 279, 9189.0
run_280, 280, 9196.0
run_281, 281, 9189.0
run_282, 282, 9193.0
run_283, 283, 9189.0
run_284, 284, 9192.0
run_285, 285, 9188.0
run_286, 286, 9186.0
run_287, 287, 9188.0
run_288, 288, 9192.0
run_289, 289, 9196.0
run_290, 290, 9190.0
run_291, 291, 9190.0
